Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Location],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""659""","""Saint Kitts and Nevis""","""PERCENT""","""ALLAREA""","""G""",98.21339,98.29719,98.38099,98.4648,98.5486,98.6324,98.7162,98.8,98.8838,98.9676,98.9676,98.9676,98.9676,98.9676,,,,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""662""","""Saint Lucia""","""PERCENT""","""ALLAREA""","""G""",88.48084,88.46254,88.39297,89.17725,89.97251,90.77862,91.59496,92.42121,93.25688,94.10171,94.95849,95.83907,96.64425,97.42608,98.16255,98.16241,98.16223,98.162
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""662""","""Saint Lucia""","""PERCENT""","""RURAL""","""G""",86.79199,86.79199,86.79199,87.75062,88.70926,89.66789,90.62653,91.58517,92.5438,93.50244,94.46107,95.41971,96.37834,97.33698,98.2403,98.2403,98.2403,98.2403
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""662""","""Saint Lucia""","""PERCENT""","""URBAN""","""G""",92.87268,92.87268,92.87268,93.40823,93.94379,94.47934,95.0149,95.55045,96.086,96.62156,97.15711,97.69266,97.8196,97.8196,97.8196,97.8196,97.8196,97.8196
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""666""","""Saint Pierre and Miquelon""","""PERCENT""","""ALLAREA""","""G""",,,,,,,,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.4
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""670""","""Saint Vincent and the Grenadines""","""PERCENT""","""ALLAREA""","""G""",93.15183,93.29421,93.4366,93.57898,93.72137,93.86375,94.00614,94.14852,94.29091,94.43329,94.57568,94.71806,94.86045,95.00283,95.14522,95.14522,95.14522,95.14522
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""882""","""Samoa""","""PERCENT""","""ALLAREA""","""G""",91.91004,91.90773,91.91096,91.91711,91.92322,92.17085,92.41533,92.65668,93.17935,93.72028,94.26012,94.79883,95.33617,95.87206,96.40667,96.89848,97.30365,97.3826
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""882""","""Samoa""","""PERCENT""","""RURAL""","""G""",92.46691,92.46691,92.46691,92.46691,92.46691,92.56977,92.67263,92.77549,93.20688,93.639,94.07185,94.50543,94.93973,95.37476,95.81052,96.24701,96.68422,96.79036
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""882""","""Samoa""","""PERCENT""","""URBAN""","""G""",89.93303,89.93303,89.93303,89.93303,89.93303,90.68965,91.44627,92.2029,93.0727,94.03943,95.00954,95.98302,96.95989,97.94013,98.92375,99.69143,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""674""","""San Marino""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""678""","""Sao Tome and Principe""","""PERCENT""","""ALLAREA""","""G""",64.89488,66.07932,67.29685,68.52322,69.75364,70.98711,72.22397,73.46408,74.7073,75.95302,77.20159,78.45266,79.70635,80.95906,82.21144,83.46349,84.20084,84.29016
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""678""","""Sao Tome and Principe""","""PERCENT""","""RURAL""","""G""",58.18951,59.30348,60.42527,61.5549,62.69236,63.83765,64.99077,66.15173,67.32051,68.49712,69.68157,70.87384,72.07395,73.28189,74.49766,75.72126,76.95269,76.95269
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""678""","""Sao Tome and Principe""","""PERCENT""","""URBAN""","""G""",70.74074,71.76435,72.79424,73.83041,74.87286,75.92158,76.97659,78.03787,79.10543,80.17927,81.25939,82.34578,83.43846,84.53741,85.64264,86.75415,87.14815,87.14815
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""682""","""Saudi Arabia""","""PERCENT""","""ALLAREA""","""G""",97.38966,97.38966,97.38966,97.56637,97.74308,97.91979,98.0965,98.27321,98.44992,98.62663,98.80335,98.98006,99.15677,99.33348,99.51019,99.6869,99.86361,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""686""","""Senegal""","""PERCENT""","""ALLAREA""","""G""",59.91971,61.0418,62.16981,63.37071,64.62414,65.87548,67.12531,68.37295,69.61811,70.86018,72.09962,73.33579,74.56811,75.79665,77.02114,78.24334,79.46232,80.67785
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""686""","""Senegal""","""PERCENT""","""RURAL""","""G""",39.96663,41.61777,43.28672,44.9735,46.67811,48.40054,50.14079,51.89886,53.67476,55.46848,57.28003,59.1094,60.95659,62.82161,64.70445,66.60511,68.5236,70.45991
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""686""","""Senegal""","""PERCENT""","""URBAN""","""G""",89.45341,89.62102,89.78877,89.95665,90.12466,90.29281,90.4611,90.62952,90.79807,90.96676,91.13559,91.30455,91.47364,91.64287,91.81224,91.98174,92.15138,92.32115
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""688""","""Serbia""","""PERCENT""","""ALLAREA""","""G""",94.74108,94.71433,94.6876,94.66091,94.63415,93.87494,93.1154,92.35551,91.59534,90.83485,90.07408,89.31296,88.5552,87.79867,87.04207,86.28549,85.52885,85.52212
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""688""","""Serbia""","""PERCENT""","""RURAL""","""G""",96.56507,96.5451,96.52513,96.50516,96.48519,95.80801,95.1311,94.45447,93.7781,93.10201,92.42619,91.75065,91.07537,90.40037,89.72564,89.05118,88.37699,88.37699
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""688""","""Serbia""","""PERCENT""","""URBAN""","""G""",93.10851,93.09031,93.0721,93.05389,93.03569,92.22048,91.40557,90.59098,89.77671,88.96274,88.14909,87.33574,86.52271,85.71,84.89759,84.0855,83.27371,83.27371
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""690""","""Seychelles""","""PERCENT""","""ALLAREA""","""G""",93.20035,93.45757,93.71478,93.97199,94.22921,94.48642,94.74363,95.00085,95.25806,95.51527,95.77249,96.0297,96.22973,96.23939,96.24901,96.24901,96.24901,96.24901
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""694""","""Sierra Leone""","""PERCENT""","""ALLAREA""","""G""",39.88378,40.17131,41.46738,42.75912,44.04644,45.36005,46.69035,48.01329,49.32876,50.6363,51.93583,53.2276,54.51148,55.78675,57.05396,58.31269,59.56314,60.80699
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""694""","""Sierra Leone""","""PERCENT""","""RURAL""","""G""",24.41056,24.42673,26.01834,27.61204,29.20782,30.80569,32.40564,34.00767,35.61179,37.218,38.82629,40.43667,42.04913,43.66368,45.28031,46.89902,48.51983,50.14271
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""694""","""Sierra Leone""","""PERCENT""","""URBAN""","""G""",67.84296,68.32384,68.80281,69.27984,69.75494,70.22812,70.69937,71.16869,71.63608,72.10154,72.56507,73.02668,73.48636,73.94411,74.39993,74.85382,75.30579,75.75583
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""702""","""Singapore""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""702""","""Singapore""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""534""","""Sint Maarten (Dutch part)""","""PERCENT""","""ALLAREA""","""G""",97.84234,97.6294,97.41646,97.20352,96.99058,96.77764,96.5647,96.35176,96.13882,95.92588,95.71294,95.5,95.28706,95.07412,95.07412,95.07412,95.07412,95.07412
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""703""","""Slovakia""","""PERCENT""","""ALLAREA""","""G""",97.98089,97.97942,97.97627,97.97312,97.96997,97.96682,97.96365,97.96048,97.95733,98.25165,98.62234,98.99754,99.37583,99.52017,99.78675,99.78719,99.78752,99.78773
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""703""","""Slovakia""","""PERCENT""","""RURAL""","""G""",96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,97.46051,98.28726,99.11401,99.94076,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""703""","""Slovakia""","""PERCENT""","""URBAN""","""G""",98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,99.11372,99.60509,99.60509,99.60509,99.60509
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""705""","""Slovenia""","""PERCENT""","""ALLAREA""","""G""",99.61584,99.60953,99.60343,99.59788,99.59228,99.58662,99.5809,99.57513,99.56931,99.56342,99.55749,99.55151,99.54546,99.53936,99.53321,99.53378,99.53438,99.53503
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""705""","""Slovenia""","""PERCENT""","""RURAL""","""G""",99.40048,99.40024,99.4,99.39976,99.39952,99.39928,99.39904,99.3988,99.39855,99.39831,99.39807,99.39783,99.39759,99.39735,99.39711,99.39711,99.39711,99.39711
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""705""","""Slovenia""","""PERCENT""","""URBAN""","""G""",99.82479,99.8124,99.8,99.7876,99.77521,99.76281,99.75041,99.73801,99.72562,99.71322,99.70082,99.68842,99.67603,99.66363,99.65123,99.65123,99.65123,99.65123
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""722""","""Small island developing States (SIDS)""","""PERCENT""","""ALLAREA""","""G""",80.58477,80.79464,80.56531,80.75801,80.89366,81.07395,81.25432,81.43532,81.61711,81.80623,81.99437,82.17972,82.36375,82.55866,82.74227,82.94819,83.15861,83.27247
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""722""","""Small island developing States (SIDS)""","""PERCENT""","""RURAL""","""G""",61.43235,61.63703,61.01404,61.14813,61.18475,61.34091,61.49489,61.65269,61.81282,61.99601,62.18455,62.38735,62.59966,62.83739,63.054,63.32862,63.57997,63.7182
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""722""","""Small island developing States (SIDS)""","""PERCENT""","""URBAN""","""G""",95.20039,95.20129,95.05774,95.05372,95.07477,95.09472,95.11675,95.1403,95.16483,95.19068,95.21646,95.24219,95.26733,95.30188,95.33396,95.36632,95.42298,95.39448
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""90""","""Solomon Islands""","""PERCENT""","""ALLAREA""","""G""",78.68497,78.73919,78.79454,78.85101,78.90859,78.1098,77.15286,76.21346,75.29205,74.3885,73.50322,72.63483,71.78353,70.94907,70.13113,69.32992,68.5448,67.77596
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""90""","""Solomon Islands""","""PERCENT""","""RURAL""","""G""",76.47483,76.47483,76.47483,76.47483,76.47483,75.41106,74.14514,72.885,71.63064,70.38207,69.13929,67.90229,66.67107,65.44564,64.226,63.01214,61.80406,60.60177
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""90""","""Solomon Islands""","""PERCENT""","""URBAN""","""G""",90.45151,90.45151,90.45151,90.45151,90.45151,90.54529,90.61766,90.68998,90.76226,90.83449,90.90668,90.97883,91.05093,91.12299,91.195,91.26697,91.3389,91.41078
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""706""","""Somalia""","""PERCENT""","""ALLAREA""","""G""",19.60301,21.67662,23.74981,25.99988,28.25033,30.37776,32.46618,32.90709,35.28022,37.63536,39.97921,42.31389,44.07365,45.80128,47.49931,49.16986,50.81511,52.43619
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""706""","""Somalia""","""PERCENT""","""RURAL""","""G""",4.24901,6.23249,8.21598,10.19946,12.18294,13.88359,15.50505,17.0473,18.51035,19.89421,21.19886,22.42431,23.57057,24.63762,25.62548,26.53413,27.36359,28.11385
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""706""","""Somalia""","""PERCENT""","""URBAN""","""G""",50.43062,52.1739,53.91717,55.66044,57.40371,59.30829,61.22239,63.14599,65.0791,67.02172,68.97385,70.93549,72.90663,74.88729,76.87745,78.87713,80.88631,82.905
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""710""","""South Africa""","""PERCENT""","""ALLAREA""","""G""",84.50127,85.03582,85.57873,86.11829,86.64857,87.16874,87.67945,88.18075,88.67295,89.15508,89.62798,90.09147,90.54584,90.9905,91.4262,91.85278,92.27031,92.6787
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""710""","""South Africa""","""PERCENT""","""RURAL""","""G""",66.19306,67.04499,67.89691,68.74883,69.60076,70.45268,71.3046,72.15653,73.00845,73.86037,74.7123,75.56422,76.41614,77.26807,78.11999,78.97191,79.82384,80.67576
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""710""","""South Africa""","""PERCENT""","""URBAN""","""G""",98.37426,98.40539,98.43652,98.46765,98.49878,98.52991,98.56104,98.59217,98.6233,98.65443,98.68556,98.71669,98.74781,98.77894,98.81007,98.8412,98.87233,98.90346
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""5""","""South America""","""PERCENT""","""ALLAREA""","""G""",91.9359,92.29948,92.65269,92.99591,93.33297,93.66575,93.99288,94.31428,94.62722,94.93349,95.23392,95.52988,95.82095,96.09449,96.36409,96.6981,96.95029,97.20505
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""5""","""South America""","""PERCENT""","""RURAL""","""G""",70.73424,71.72272,72.74001,73.75671,74.77354,75.79674,76.82022,77.84333,78.85762,79.8678,80.87288,81.87816,82.88452,83.81694,84.74967,85.68229,86.56832,87.61915
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""5""","""South America""","""PERCENT""","""URBAN""","""G""",97.36564,97.45644,97.54944,97.64304,97.73674,97.83116,97.92568,98.02033,98.11571,98.21149,98.30745,98.40366,98.50009,98.59684,98.69394,98.8732,98.96831,99.03942
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""728""","""South Sudan""","""PERCENT""","""ALLAREA""","""G""",,,,,,,,,,,,41.08644,41.09379,41.06842,41.01193,40.92653,40.8139,40.67601
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""728""","""South Sudan""","""PERCENT""","""RURAL""","""G""",,,,,,,,,,,,38.68334,38.20805,37.66953,37.06779,36.40282,35.67463,34.88322
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""728""","""South Sudan""","""PERCENT""","""URBAN""","""G""",,,,,,,,,,,,52.01018,54.049,56.1267,58.24328,60.39875,62.59309,64.82632
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""35""","""South-Eastern Asia""","""PERCENT""","""ALLAREA""","""G""",77.70387,78.5785,79.41616,80.29451,81.16973,82.04183,82.87685,83.70649,84.53105,85.35185,86.16612,86.96949,87.7676,88.56076,89.41561,90.12984,90.75167,91.41178
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""35""","""South-Eastern Asia""","""PERCENT""","""RURAL""","""G""",69.69916,70.67083,71.59282,72.57986,73.57423,74.5778,75.54907,76.52746,77.51297,78.50805,79.50816,80.52607,81.55424,82.58933,83.72532,84.63775,85.42791,86.31864
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""35""","""South-Eastern Asia""","""PERCENT""","""URBAN""","""G""",90.82658,91.19994,91.57213,91.96377,92.35358,92.74222,93.10662,93.46648,93.82278,94.17572,94.5267,94.87173,95.21444,95.55623,95.93196,96.27836,96.57865,96.8624
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""18""","""Southern Africa""","""PERCENT""","""RURAL""","""G""",64.86762,65.5926,66.31481,67.03613,67.75528,68.47067,69.23753,70.01168,70.7849,71.55605,72.32602,73.09484,73.8565,74.61608,75.37338,76.128,76.87968,77.59217
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""18""","""Southern Africa""","""PERCENT""","""URBAN""","""G""",97.8917,97.92921,97.96812,98.00718,98.04577,98.08372,98.13289,98.17984,98.22619,98.27302,98.32042,98.36839,98.41834,98.46848,98.51861,98.56871,98.61883,98.65219
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""18""","""Southern Africa""","""PERCENT""","""ALLAREA""","""G""",82.65108,83.16288,83.68406,84.20347,84.71364,85.21228,85.73042,86.25066,86.76263,87.26414,87.75687,88.24066,88.70857,89.16629,89.61508,90.05458,90.48471,90.88145
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""34""","""Southern Asia""","""PERCENT""","""ALLAREA""","""G""",81.19758,81.5951,82.26968,82.94225,83.6166,84.28536,84.95776,85.63732,86.31867,87.00007,87.68062,88.36013,89.03947,89.71894,90.40184,91.08569,91.76995,92.46097
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""34""","""Southern Asia""","""PERCENT""","""RURAL""","""G""",76.523,77.00597,77.80082,78.59852,79.40353,80.21136,81.02888,81.85954,82.69827,83.54316,84.39302,85.24761,86.10761,86.97378,87.84838,88.73088,89.62086,90.52322
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""34""","""Southern Asia""","""PERCENT""","""URBAN""","""G""",92.62618,92.66102,92.86738,93.0734,93.28016,93.47453,93.67158,93.87627,94.08246,94.28953,94.49715,94.70539,94.9144,95.12452,95.34142,95.55958,95.77898,96.0092
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""39""","""Southern Europe""","""PERCENT""","""ALLAREA""","""G""",99.12512,99.13924,99.1544,99.15474,99.15445,99.10889,99.04081,98.98669,98.93258,98.87747,98.8206,98.76121,98.69702,98.65275,98.61229,98.57202,98.52917,98.53017
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""39""","""Southern Europe""","""PERCENT""","""RURAL""","""G""",98.428,98.46206,98.50562,98.53281,98.56049,98.53058,98.47669,98.44473,98.41203,98.37708,98.33884,98.29673,98.24825,98.29139,98.33075,98.27992,98.21678,98.21308
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""39""","""Southern Europe""","""PERCENT""","""URBAN""","""G""",99.47742,99.4785,99.47556,99.45855,99.44076,99.38399,99.30563,99.23776,99.17059,99.10336,99.0354,98.96587,98.89212,98.80762,98.73125,98.69368,98.65739,98.6584
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""724""","""Spain""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,99.98617,99.95664,99.92694,99.92672,99.92651,99.92628
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""724""","""Spain""","""PERCENT""","""RURAL""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""724""","""Spain""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,99.98247,99.94521,99.90795,99.90795,99.90795,99.90795
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""144""","""Sri Lanka""","""PERCENT""","""ALLAREA""","""G""",79.54815,80.15523,80.73649,81.31739,81.89775,82.47739,83.05665,83.63522,84.21339,84.79101,85.36795,85.94447,86.52045,87.09783,87.67644,88.25597,88.83598,89.41629
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""144""","""Sri Lanka""","""PERCENT""","""RURAL""","""G""",75.98656,76.72732,77.42108,78.11394,78.8059,79.49696,80.18713,80.87639,81.56476,82.25222,82.93879,83.62446,84.30923,84.9931,85.67607,86.35815,87.03932,87.7196
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""144""","""Sri Lanka""","""PERCENT""","""URBAN""","""G""",95.36412,95.39275,95.4897,95.58668,95.68371,95.78078,95.87789,95.97504,96.07224,96.16947,96.26674,96.36406,96.46142,96.55881,96.65625,96.75373,96.85125,96.94882
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""275""","""State of Palestine""","""PERCENT""","""ALLAREA""","""G""",90.7449,91.10922,91.47271,91.83529,92.19703,92.55788,92.91788,93.27706,93.63536,93.99302,94.35002,94.7063,95.06183,95.41656,95.77048,96.12353,96.47567,96.8269
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""275""","""State of Palestine""","""PERCENT""","""RURAL""","""G""",87.57926,88.07101,88.56276,89.05451,89.54627,90.03802,90.52977,91.02152,91.51328,92.00503,92.49678,92.98853,93.48029,93.97204,94.46379,94.95554,95.4473,95.93905
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""275""","""State of Palestine""","""PERCENT""","""URBAN""","""G""",91.97788,92.2797,92.58153,92.88335,93.18518,93.487,93.78883,94.09065,94.39248,94.6943,94.99613,95.29795,95.59978,95.9016,96.20343,96.50525,96.80708,97.1089
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""202""","""Sub-Saharan Africa""","""PERCENT""","""ALLAREA""","""G""",45.72222,46.56771,47.46229,48.34965,49.24726,50.1467,51.05398,51.92788,52.84372,53.75857,54.67453,55.56606,56.46028,57.35677,58.24877,59.13745,60.02024,60.90368
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""202""","""Sub-Saharan Africa""","""PERCENT""","""RURAL""","""G""",30.74025,31.61733,32.46898,33.3224,34.18774,35.05178,35.92922,36.77821,37.65257,38.52501,39.39501,40.3209,41.15812,41.99604,42.82891,43.65715,44.47982,45.29611
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""202""","""Sub-Saharan Africa""","""PERCENT""","""URBAN""","""G""",78.42793,78.54944,78.87571,79.18483,79.50966,79.84239,80.19476,80.57445,80.92635,81.2889,81.66323,81.88165,82.29046,82.71545,83.14427,83.57982,84.01755,84.47449
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""738""","""Sub-Saharan Africa (inc. Sudan)""","""PERCENT""","""ALLAREA""","""G""",45.62929,46.44121,47.30019,48.15229,49.01447,49.93463,50.86248,51.75829,52.6942,53.62906,54.56485,55.47704,56.39171,57.30852,58.22099,59.13028,60.02772,60.87941
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""738""","""Sub-Saharan Africa (inc. Sudan)""","""PERCENT""","""RURAL""","""G""",30.92229,31.76497,32.58306,33.40251,34.23299,35.12277,36.0254,36.90059,37.80019,38.69796,39.59353,40.54287,41.40732,42.27259,43.13318,43.98944,44.84045,45.62364
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""738""","""Sub-Saharan Africa (inc. Sudan)""","""PERCENT""","""URBAN""","""G""",77.66971,77.79598,78.1183,78.42433,78.74635,79.12293,79.51812,79.93828,80.33233,80.73479,81.1467,81.40639,81.8479,82.30368,82.76209,83.22606,83.67552,84.12034
